folder,type,id,height,width,path
train,clean,3796,146,80,3796_16817_3796-16817-0033.npy
train,clean,3796,861,80,3796_16816_3796-16816-0007.npy
train,clean,3796,481,80,3796_16817_3796-16817-0023.npy
train,clean,3796,819,80,3796_16815_3796-16815-0013.npy
train,clean,3796,975,80,3796_6400_3796-6400-0015.npy
train,clean,3796,982,80,3796_16817_3796-16817-0000.npy
train,clean,3796,733,80,3796_16816_3796-16816-0016.npy
train,clean,3796,853,80,3796_16817_3796-16817-0026.npy
train,clean,2491,695,80,2491_134787_2491-134787-0089.npy
train,clean,2491,875,80,2491_134787_2491-134787-0077.npy
train,clean,2491,713,80,2491_134787_2491-134787-0008.npy
train,clean,2491,280,80,2491_134787_2491-134787-0029.npy
train,clean,2491,869,80,2491_134787_2491-134787-0100.npy
train,clean,2491,1004,80,2491_134787_2491-134787-0053.npy
train,clean,2491,1026,80,2491_134787_2491-134787-0048.npy
train,clean,2491,907,80,2491_134787_2491-134787-0022.npy
train,clean,2491,909,80,2491_134787_2491-134787-0080.npy
train,clean,2491,889,80,2491_134787_2491-134787-0095.npy
train,clean,2491,803,80,2491_134787_2491-134787-0106.npy
train,clean,2491,900,80,2491_134787_2491-134787-0062.npy
train,clean,2491,549,80,2491_134787_2491-134787-0068.npy
train,clean,2491,149,80,2491_134787_2491-134787-0055.npy
train,clean,2491,924,80,2491_134787_2491-134787-0096.npy
train,clean,542,938,80,542_125351_542-125351-0013.npy
train,clean,542,623,80,542_125348_542-125348-0021.npy
train,clean,542,871,80,542_125349_542-125349-0014.npy
train,clean,542,788,80,542_125351_542-125351-0005.npy
train,clean,542,872,80,542_125348_542-125348-0007.npy
train,clean,542,691,80,542_125351_542-125351-0004.npy
train,clean,542,741,80,542_125351_542-125351-0027.npy
train,clean,542,341,80,542_125351_542-125351-0024.npy
train,clean,542,955,80,542_125348_542-125348-0006.npy
train,clean,542,935,80,542_125349_542-125349-0031.npy
train,clean,542,769,80,542_125349_542-125349-0016.npy
train,clean,542,959,80,542_125349_542-125349-0032.npy
train,clean,542,420,80,542_125348_542-125348-0031.npy
train,clean,542,866,80,542_125348_542-125348-0017.npy
train,clean,7208,657,80,7208_7768_7208-7768-0046.npy
train,clean,7208,935,80,7208_7768_7208-7768-0048.npy
train,clean,7208,906,80,7208_7768_7208-7768-0057.npy
train,clean,7208,818,80,7208_7768_7208-7768-0030.npy
train,clean,7208,571,80,7208_7768_7208-7768-0008.npy
train,clean,7208,695,80,7208_7768_7208-7768-0024.npy
train,clean,7208,702,80,7208_7768_7208-7768-0052.npy
train,clean,7208,553,80,7208_7768_7208-7768-0023.npy
train,clean,7208,834,80,7208_7768_7208-7768-0021.npy
train,clean,7208,965,80,7208_7768_7208-7768-0059.npy
train,clean,7208,745,80,7208_7768_7208-7768-0002.npy
train,clean,7208,924,80,7208_7772_7208-7772-0057.npy
train,clean,7208,351,80,7208_7768_7208-7768-0018.npy
train,clean,7208,1001,80,7208_7768_7208-7768-0068.npy
train,clean,7208,823,80,7208_7768_7208-7768-0073.npy
train,clean,7208,931,80,7208_7772_7208-7772-0020.npy
train,clean,7208,768,80,7208_7768_7208-7768-0066.npy
train,clean,7208,786,80,7208_7768_7208-7768-0053.npy
train,clean,7208,266,80,7208_7772_7208-7772-0047.npy
train,clean,5567,549,80,5567_22441_5567-22441-0043.npy
train,clean,5567,169,80,5567_22441_5567-22441-0011.npy
train,clean,5567,917,80,5567_22447_5567-22447-0025.npy
train,clean,5567,584,80,5567_22447_5567-22447-0011.npy
train,clean,5567,881,80,5567_22447_5567-22447-0029.npy
train,clean,5567,483,80,5567_22441_5567-22441-0029.npy
train,clean,8441,875,80,8441_120274_8441-120274-0003.npy
train,clean,8441,862,80,8441_281327_8441-281327-0036.npy
train,clean,8441,911,80,8441_120274_8441-120274-0031.npy
train,clean,8441,921,80,8441_281327_8441-281327-0001.npy
train,clean,8441,260,80,8441_120274_8441-120274-0026.npy
train,clean,8441,884,80,8441_284014_8441-284014-0006.npy
train,clean,8441,842,80,8441_284014_8441-284014-0008.npy
train,clean,8441,931,80,8441_281327_8441-281327-0050.npy
train,clean,8441,849,80,8441_281327_8441-281327-0034.npy
train,clean,8441,734,80,8441_120274_8441-120274-0019.npy
train,clean,8441,917,80,8441_281327_8441-281327-0029.npy
train,clean,8441,1059,80,8441_281327_8441-281327-0038.npy
train,clean,2246,358,80,2246_131710_2246-131710-0026.npy
train,clean,2246,190,80,2246_131710_2246-131710-0069.npy
train,clean,2246,932,80,2246_131710_2246-131710-0037.npy
train,clean,2246,342,80,2246_131710_2246-131710-0049.npy
train,clean,2246,130,80,2246_131710_2246-131710-0131.npy
train,clean,2246,986,80,2246_131710_2246-131710-0031.npy
train,clean,2246,645,80,2246_131710_2246-131710-0138.npy
train,clean,2246,199,80,2246_131710_2246-131710-0047.npy
train,clean,2246,286,80,2246_131710_2246-131710-0140.npy
train,clean,2246,625,80,2246_131710_2246-131710-0123.npy
train,clean,2246,305,80,2246_131710_2246-131710-0014.npy
train,clean,2246,861,80,2246_131710_2246-131710-0070.npy
train,clean,2246,530,80,2246_131710_2246-131710-0153.npy
train,clean,2246,258,80,2246_131710_2246-131710-0093.npy
train,clean,2246,175,80,2246_131710_2246-131710-0017.npy
train,clean,2246,806,80,2246_131710_2246-131710-0010.npy
train,clean,2246,885,80,2246_131710_2246-131710-0053.npy
train,clean,2246,897,80,2246_131710_2246-131710-0072.npy
train,clean,2246,208,80,2246_131710_2246-131710-0161.npy
train,clean,2246,487,80,2246_131710_2246-131710-0003.npy
train,clean,2246,975,80,2246_131710_2246-131710-0000.npy
train,clean,2246,782,80,2246_131710_2246-131710-0149.npy
train,clean,7679,900,80,7679_113325_7679-113325-0038.npy
train,clean,7679,836,80,7679_276767_7679-276767-0032.npy
train,clean,7679,1005,80,7679_276769_7679-276769-0005.npy
train,clean,7679,895,80,7679_113325_7679-113325-0042.npy
train,clean,7679,807,80,7679_113325_7679-113325-0015.npy
train,clean,7679,686,80,7679_276769_7679-276769-0000.npy
train,clean,7679,785,80,7679_113325_7679-113325-0005.npy
train,clean,7679,982,80,7679_276767_7679-276767-0021.npy
train,clean,7679,879,80,7679_113325_7679-113325-0001.npy
train,clean,7679,971,80,7679_113325_7679-113325-0026.npy
train,clean,7679,241,80,7679_276767_7679-276767-0049.npy
train,clean,7679,1024,80,7679_276767_7679-276767-0003.npy
train,clean,7679,819,80,7679_113325_7679-113325-0028.npy
train,clean,7679,826,80,7679_113325_7679-113325-0000.npy
train,clean,7679,983,80,7679_113325_7679-113325-0010.npy
train,clean,7679,697,80,7679_276769_7679-276769-0036.npy
train,clean,7679,701,80,7679_113325_7679-113325-0045.npy
train,clean,7679,1012,80,7679_113325_7679-113325-0036.npy
train,clean,7679,786,80,7679_276767_7679-276767-0031.npy
train,clean,1563,782,80,1563_137590_1563-137590-0023.npy
train,clean,1563,471,80,1563_137590_1563-137590-0036.npy
train,clean,1563,878,80,1563_137590_1563-137590-0050.npy
train,clean,1563,490,80,1563_137590_1563-137590-0077.npy
train,clean,1563,354,80,1563_137590_1563-137590-0059.npy
train,clean,1563,927,80,1563_137590_1563-137590-0000.npy
train,clean,1563,914,80,1563_137590_1563-137590-0053.npy
train,clean,1563,936,80,1563_137590_1563-137590-0068.npy
train,clean,1563,924,80,1563_137590_1563-137590-0024.npy
train,clean,1563,868,80,1563_137590_1563-137590-0060.npy
train,clean,1563,844,80,1563_137590_1563-137590-0018.npy
train,clean,1563,465,80,1563_137590_1563-137590-0038.npy
train,clean,1563,501,80,1563_137590_1563-137590-0019.npy
train,clean,1563,168,80,1563_137590_1563-137590-0020.npy
train,clean,1563,116,80,1563_137590_1563-137590-0016.npy
train,clean,1563,893,80,1563_137590_1563-137590-0021.npy
train,clean,4009,834,80,4009_43910_4009-43910-0026.npy
train,clean,4009,982,80,4009_43910_4009-43910-0027.npy
train,clean,4009,672,80,4009_43903_4009-43903-0010.npy
train,clean,4009,981,80,4009_43903_4009-43903-0027.npy
train,clean,4009,890,80,4009_43910_4009-43910-0029.npy
train,clean,4009,477,80,4009_43903_4009-43903-0030.npy
train,clean,4009,738,80,4009_43910_4009-43910-0048.npy
train,clean,4009,731,80,4009_43903_4009-43903-0022.npy
train,clean,4009,416,80,4009_43910_4009-43910-0009.npy
train,clean,4009,667,80,4009_43903_4009-43903-0001.npy
train,clean,4009,677,80,4009_43910_4009-43910-0016.npy
train,clean,4009,902,80,4009_43903_4009-43903-0016.npy
train,clean,4009,675,80,4009_43903_4009-43903-0040.npy
train,clean,4009,866,80,4009_43916_4009-43916-0032.npy
train,clean,4009,205,80,4009_43903_4009-43903-0035.npy
train,clean,4009,601,80,4009_43916_4009-43916-0030.npy
train,clean,4009,293,80,4009_43903_4009-43903-0047.npy
train,clean,4009,860,80,4009_43910_4009-43910-0020.npy
train,clean,4009,936,80,4009_43916_4009-43916-0042.npy
train,clean,4009,832,80,4009_43916_4009-43916-0035.npy
train,clean,4009,883,80,4009_43903_4009-43903-0036.npy
train,clean,6882,962,80,6882_86794_6882-86794-0006.npy
train,clean,6882,983,80,6882_79969_6882-79969-0023.npy
train,clean,6882,948,80,6882_79975_6882-79975-0038.npy
train,clean,6882,656,80,6882_86794_6882-86794-0050.npy
train,clean,6882,956,80,6882_86794_6882-86794-0019.npy
train,clean,6882,941,80,6882_79969_6882-79969-0039.npy
train,clean,6882,899,80,6882_79975_6882-79975-0036.npy
train,clean,6882,1003,80,6882_79969_6882-79969-0012.npy
train,clean,6882,648,80,6882_79969_6882-79969-0052.npy
train,clean,6882,969,80,6882_86794_6882-86794-0018.npy
train,clean,1664,904,80,1664_137600_1664-137600-0002.npy
train,clean,1664,184,80,1664_137600_1664-137600-0030.npy
train,clean,1664,952,80,1664_122623_1664-122623-0019.npy
train,clean,1664,788,80,1664_122623_1664-122623-0058.npy
train,clean,1664,1033,80,1664_122623_1664-122623-0089.npy
train,clean,1664,989,80,1664_122623_1664-122623-0063.npy
train,clean,1664,934,80,1664_122623_1664-122623-0032.npy
train,clean,1664,184,80,1664_122623_1664-122623-0096.npy
train,clean,1664,979,80,1664_122623_1664-122623-0044.npy
train,clean,1664,836,80,1664_122623_1664-122623-0061.npy
train,clean,1664,1040,80,1664_137600_1664-137600-0023.npy
train,clean,1664,842,80,1664_122623_1664-122623-0042.npy
train,clean,1664,517,80,1664_137600_1664-137600-0012.npy
train,clean,1664,988,80,1664_122623_1664-122623-0064.npy
train,clean,1664,778,80,1664_122623_1664-122623-0000.npy
train,clean,1664,557,80,1664_137600_1664-137600-0020.npy
train,clean,1664,799,80,1664_122623_1664-122623-0074.npy
train,clean,1664,717,80,1664_122623_1664-122623-0055.npy
train,clean,7337,496,80,7337_89742_7337-89742-0011.npy
train,clean,7337,1017,80,7337_89742_7337-89742-0021.npy
train,clean,7337,642,80,7337_89742_7337-89742-0012.npy
train,clean,7337,946,80,7337_89742_7337-89742-0036.npy
train,clean,7337,842,80,7337_92819_7337-92819-0048.npy
train,clean,7337,929,80,7337_89742_7337-89742-0050.npy
train,clean,7337,940,80,7337_92819_7337-92819-0046.npy
train,clean,7337,791,80,7337_92819_7337-92819-0054.npy
train,clean,7337,781,80,7337_92819_7337-92819-0030.npy
train,clean,7337,930,80,7337_92819_7337-92819-0004.npy
train,clean,7337,925,80,7337_92819_7337-92819-0039.npy
train,clean,7337,901,80,7337_89742_7337-89742-0051.npy
train,clean,7337,924,80,7337_92819_7337-92819-0049.npy
train,clean,7337,957,80,7337_89742_7337-89742-0008.npy
train,clean,7337,961,80,7337_92819_7337-92819-0036.npy
train,clean,7337,908,80,7337_89742_7337-89742-0054.npy
train,clean,3109,863,80,3109_144137_3109-144137-0060.npy
train,clean,3109,977,80,3109_144137_3109-144137-0017.npy
train,clean,3109,774,80,3109_165420_3109-165420-0033.npy
train,clean,3109,851,80,3109_165420_3109-165420-0026.npy
train,clean,3109,972,80,3109_144137_3109-144137-0103.npy
train,clean,3109,921,80,3109_144137_3109-144137-0024.npy
train,clean,3109,336,80,3109_144137_3109-144137-0082.npy
train,clean,3109,926,80,3109_144137_3109-144137-0006.npy
train,clean,3109,238,80,3109_165420_3109-165420-0032.npy
train,clean,3109,591,80,3109_165420_3109-165420-0018.npy
train,clean,3109,906,80,3109_144137_3109-144137-0009.npy
train,clean,3109,915,80,3109_144137_3109-144137-0068.npy
train,clean,3109,251,80,3109_144137_3109-144137-0057.npy
train,clean,3109,936,80,3109_165420_3109-165420-0004.npy
train,clean,3109,889,80,3109_144137_3109-144137-0063.npy
train,clean,3109,359,80,3109_144137_3109-144137-0054.npy
train,clean,3109,973,80,3109_165420_3109-165420-0041.npy
train,clean,3109,798,80,3109_144137_3109-144137-0079.npy
train,clean,3109,984,80,3109_144137_3109-144137-0092.npy
train,clean,3744,868,80,3744_178594_3744-178594-0032.npy
train,clean,3744,790,80,3744_178590_3744-178590-0010.npy
train,clean,3744,955,80,3744_178590_3744-178590-0007.npy
train,clean,3744,923,80,3744_178594_3744-178594-0018.npy
train,clean,3744,843,80,3744_178594_3744-178594-0034.npy
train,clean,3744,835,80,3744_178594_3744-178594-0012.npy
train,clean,3744,996,80,3744_178590_3744-178590-0043.npy
train,clean,3744,931,80,3744_177438_3744-177438-0008.npy
train,clean,3744,977,80,3744_177438_3744-177438-0024.npy
train,clean,3744,951,80,3744_177438_3744-177438-0001.npy
train,clean,3744,905,80,3744_178594_3744-178594-0009.npy
train,clean,3744,821,80,3744_178594_3744-178594-0003.npy
train,clean,2339,218,80,2339_181101_2339-181101-0015.npy
train,clean,2339,914,80,2339_181101_2339-181101-0018.npy
train,clean,2339,954,80,2339_181101_2339-181101-0055.npy
train,clean,2339,548,80,2339_158764_2339-158764-0037.npy
train,clean,2339,924,80,2339_181101_2339-181101-0056.npy
